39.985,40.013,40.044,40.078,40.115,40.155,40.2,40.248,40.301,40.36,40.423,40.493,40.569,40.652,40.743,40.843,40.952,41.07,41.2,41.342,41.496,41.665,41.848,42.049,42.266,42.503,42.761,43.041,43.344,43.674,44.031,44.417,44.834,45.284,45.769,46.292,46.853,47.455,48.1,48.789,49.524,50.305,51.135,52.013,52.94,53.917,54.941,56.013,57.132,58.294,59.497,60.739,62.016,63.323,64.656,66.009,67.378,68.757,70.139,71.52,72.893,74.253,75.593,76.91,78.198,79.452,80.67,81.847,82.981,84.069,85.111,86.104,87.049,87.944,88.791,89.589,90.34,91.045,91.705,92.322,92.897,93.433,93.931,94.394,94.822,95.219,95.586,95.925,96.237,96.525,96.79,97.034,97.259,97.465,97.654,97.828,97.987,98.133,98.267,98.389,98.502,98.604,98.698,98.784,98.863,98.935,99,99.06,99.115,99.165,99.211,99.253,99.291,99.326,99.358,99.387,99.413,99.438,99.46,99.48
39.298,39.316,39.336,39.358,39.382,39.409,39.439,39.472,39.508,39.548,39.592,39.64,39.694,39.753,39.818,39.89,39.969,40.056,40.152,40.257,40.374,40.501,40.642,40.796,40.966,41.153,41.357,41.581,41.827,42.096,42.39,42.712,43.063,43.445,43.862,44.315,44.807,45.34,45.917,46.54,47.211,47.933,48.708,49.536,50.42,51.361,52.358,53.412,54.522,55.686,56.904,58.171,59.485,60.841,62.233,63.658,65.107,66.576,68.055,69.54,71.021,72.492,73.945,75.374,76.773,78.136,79.457,80.733,81.959,83.133,84.253,85.317,86.324,87.274,88.168,89.006,89.79,90.521,91.201,91.832,92.417,92.958,93.457,93.917,94.339,94.728,95.084,95.411,95.71,95.983,96.233,96.46,96.668,96.858,97.03,97.187,97.33,97.46,97.578,97.686,97.783,97.872,97.952,98.025,98.092,98.152,98.206,98.255,98.3,98.341,98.378,98.411,98.441,98.469,98.493,98.516,98.536,98.555,98.571,98.586
40.613,40.646,40.681,40.72,40.762,40.808,40.857,40.911,40.969,41.032,41.101,41.175,41.256,41.344,41.438,41.541,41.652,41.773,41.903,42.044,42.196,42.361,42.54,42.732,42.94,43.164,43.406,43.666,43.947,44.248,44.573,44.921,45.295,45.695,46.124,46.583,47.073,47.596,48.152,48.744,49.372,50.038,50.742,51.486,52.269,53.093,53.957,54.861,55.804,56.786,57.806,58.861,59.951,61.072,62.222,63.399,64.598,65.816,67.049,68.293,69.544,70.797,72.049,73.295,74.53,75.751,76.953,78.133,79.288,80.414,81.508,82.57,83.595,84.583,85.533,86.443,87.314,88.144,88.934,89.683,90.394,91.066,91.7,92.298,92.86,93.388,93.883,94.346,94.78,95.185,95.563,95.915,96.244,96.549,96.833,97.096,97.341,97.568,97.778,97.973,98.153,98.32,98.475,98.618,98.75,98.872,98.984,99.088,99.184,99.273,99.354,99.43,99.499,99.563,99.623,99.677,99.727,99.773,99.816,99.855
40.411,40.441,40.473,40.508,40.546,40.587,40.632,40.681,40.734,40.792,40.855,40.923,40.997,41.077,41.165,41.26,41.362,41.474,41.595,41.726,41.869,42.023,42.19,42.37,42.566,42.777,43.005,43.252,43.518,43.805,44.114,44.447,44.805,45.19,45.603,46.046,46.52,47.027,47.569,48.146,48.76,49.413,50.106,50.839,51.614,52.43,53.289,54.19,55.133,56.118,57.142,58.206,59.307,60.442,61.61,62.807,64.03,65.275,66.539,67.816,69.102,70.393,71.685,72.972,74.249,75.514,76.76,77.984,79.183,80.353,81.49,82.593,83.659,84.686,85.673,86.619,87.522,88.384,89.203,89.98,90.716,91.411,92.066,92.683,93.262,93.806,94.315,94.791,95.235,95.65,96.037,96.396,96.731,97.041,97.33,97.597,97.845,98.074,98.287,98.483,98.664,98.832,98.987,99.13,99.262,99.383,99.496,99.599,99.694,99.782,99.863,99.937,100.01,100.07,100.13,100.18,100.23,100.27,100.32,100.35
39.555,39.561,39.568,39.576,39.584,39.594,39.604,39.616,39.629,39.644,39.66,39.678,39.698,39.721,39.746,39.774,39.805,39.839,39.877,39.92,39.967,40.02,40.078,40.143,40.216,40.296,40.385,40.484,40.594,40.716,40.851,41.001,41.167,41.351,41.555,41.78,42.028,42.303,42.605,42.939,43.306,43.71,44.152,44.638,45.168,45.748,46.38,47.067,47.812,48.619,49.489,50.425,51.429,52.502,53.644,54.855,56.134,57.478,58.885,60.35,61.868,63.432,65.035,66.67,68.326,69.996,71.669,73.336,74.987,76.613,78.205,79.756,81.258,82.706,84.095,85.419,86.678,87.868,88.989,90.041,91.024,91.94,92.791,93.579,94.306,94.976,95.592,96.157,96.673,97.146,97.576,97.968,98.325,98.649,98.943,99.209,99.451,99.669,99.866,100.04,100.21,100.35,100.48,100.6,100.71,100.8,100.89,100.97,101.04,101.1,101.16,101.21,101.25,101.29,101.33,101.36,101.39,101.42,101.45,101.47
39.056,39.133,39.216,39.304,39.398,39.498,39.605,39.719,39.84,39.969,40.107,40.253,40.409,40.575,40.751,40.938,41.137,41.348,41.572,41.81,42.063,42.33,42.613,42.913,43.23,43.565,43.92,44.293,44.687,45.103,45.54,45.999,46.482,46.989,47.52,48.077,48.658,49.266,49.899,50.559,51.245,51.957,52.696,53.46,54.25,55.064,55.903,56.764,57.648,58.553,59.477,60.419,61.378,62.351,63.336,64.332,65.337,66.348,67.363,68.379,69.395,70.408,71.416,72.417,73.408,74.387,75.353,76.303,77.237,78.151,79.045,79.918,80.768,81.594,82.396,83.173,83.925,84.65,85.349,86.021,86.668,87.288,87.882,88.451,88.994,89.513,90.007,90.478,90.926,91.352,91.757,92.14,92.504,92.848,93.174,93.482,93.774,94.049,94.308,94.553,94.784,95.002,95.207,95.4,95.581,95.752,95.912,96.063,96.205,96.338,96.463,96.581,96.691,96.794,96.891,96.982,97.067,97.147,97.222,97.293
38.054,38.095,38.139,38.187,38.238,38.294,38.355,38.42,38.491,38.567,38.65,38.739,38.835,38.939,39.052,39.173,39.303,39.444,39.596,39.76,39.936,40.126,40.33,40.55,40.786,41.04,41.313,41.605,41.919,42.254,42.614,42.998,43.409,43.847,44.314,44.811,45.34,45.902,46.497,47.128,47.794,48.497,49.238,50.017,50.835,51.691,52.585,53.517,54.487,55.493,56.534,57.608,58.713,59.848,61.009,62.193,63.398,64.62,65.855,67.1,68.351,69.603,70.853,72.096,73.33,74.549,75.751,76.932,78.089,79.219,80.32,81.389,82.425,83.425,84.389,85.315,86.204,87.053,87.865,88.638,89.373,90.07,90.731,91.356,91.946,92.503,93.027,93.519,93.981,94.415,94.822,95.202,95.558,95.89,96.2,96.489,96.759,97.01,97.243,97.46,97.662,97.85,98.024,98.186,98.336,98.476,98.605,98.724,98.835,98.938,99.033,99.121,99.203,99.278,99.348,99.413,99.473,99.528,99.579,99.626
41.629,41.699,41.774,41.854,41.94,42.032,42.13,42.236,42.348,42.468,42.597,42.734,42.88,43.037,43.204,43.382,43.572,43.775,43.99,44.22,44.465,44.725,45.002,45.296,45.608,45.939,46.29,46.662,47.055,47.471,47.911,48.375,48.864,49.379,49.921,50.49,51.087,51.712,52.366,53.049,53.762,54.504,55.275,56.075,56.904,57.76,58.644,59.553,60.487,61.445,62.425,63.425,64.443,65.477,66.525,67.584,68.653,69.727,70.806,71.885,72.963,74.037,75.103,76.16,77.205,78.236,79.25,80.246,81.221,82.174,83.103,84.007,84.884,85.735,86.557,87.351,88.115,88.851,89.557,90.234,90.881,91.5,92.091,92.654,93.19,93.699,94.182,94.641,95.075,95.486,95.875,96.242,96.588,96.915,97.223,97.513,97.786,98.043,98.284,98.511,98.724,98.923,99.111,99.286,99.451,99.605,99.75,99.885,100.01,100.13,100.24,100.34,100.44,100.53,100.62,100.7,100.77,100.84,100.9,100.96
42.563,42.571,42.581,42.591,42.602,42.615,42.628,42.644,42.66,42.679,42.7,42.722,42.747,42.775,42.806,42.84,42.877,42.918,42.964,43.014,43.07,43.131,43.199,43.273,43.355,43.446,43.546,43.656,43.778,43.911,44.058,44.22,44.398,44.593,44.807,45.043,45.3,45.583,45.891,46.229,46.597,46.999,47.436,47.911,48.427,48.986,49.589,50.241,50.942,51.695,52.502,53.363,54.28,55.253,56.282,57.367,58.507,59.698,60.939,62.226,63.554,64.919,66.315,67.736,69.175,70.626,72.079,73.53,74.969,76.391,77.788,79.154,80.484,81.772,83.015,84.208,85.349,86.435,87.467,88.442,89.36,90.223,91.032,91.786,92.489,93.142,93.748,94.308,94.825,95.301,95.739,96.142,96.512,96.85,97.16,97.443,97.701,97.937,98.152,98.348,98.526,98.689,98.836,98.97,99.092,99.202,99.303,99.394,99.476,99.551,99.619,99.68,99.736,99.787,99.832,99.874,99.911,99.945,99.976,100
39.987,40.017,40.048,40.083,40.12,40.161,40.205,40.253,40.305,40.361,40.422,40.488,40.56,40.638,40.723,40.815,40.914,41.022,41.138,41.264,41.401,41.549,41.708,41.881,42.068,42.269,42.487,42.721,42.974,43.246,43.539,43.855,44.193,44.557,44.947,45.364,45.811,46.289,46.799,47.342,47.921,48.535,49.187,49.877,50.606,51.375,52.184,53.033,53.923,54.853,55.823,56.83,57.875,58.954,60.067,61.21,62.38,63.575,64.79,66.023,67.268,68.522,69.781,71.04,72.294,73.54,74.773,75.989,77.185,78.356,79.5,80.614,81.694,82.74,83.749,84.72,85.652,86.543,87.394,88.205,88.975,89.706,90.397,91.05,91.666,92.246,92.79,93.301,93.78,94.228,94.647,95.038,95.403,95.742,96.058,96.352,96.625,96.879,97.114,97.332,97.534,97.721,97.894,98.055,98.203,98.34,98.466,98.583,98.691,98.791,98.883,98.968,99.046,99.118,99.185,99.246,99.302,99.354,99.402,99.447
